entry,name,calling_convention,parameter_count,body_address_count
0048bdd0,Lexer_BuildSlotNode,unknown,0,172
0048be80,Lexer_ParseFieldSpec,unknown,0,78
0048bed0,FUN_0048bed0,unknown,0,191
0048c030,FUN_0048c030,unknown,0,225
0048c120,FUN_0048c120,unknown,0,149
0048c1c0,FUN_0048c1c0,unknown,0,51
0048c270,FUN_0048c270,unknown,0,95
0048c3b0,FUN_0048c3b0,unknown,0,211
0048c690,FUN_0048c690,unknown,0,38
0048c730,FUN_0048c730,unknown,0,36
0048c8b0,FUN_0048c8b0,unknown,0,46
0048c8e0,FUN_0048c8e0,unknown,0,433
0048caa0,FUN_0048caa0,unknown,0,80
0048caf0,FUN_0048caf0,unknown,0,157
0048cb90,FUN_0048cb90,unknown,0,103
0048cc00,FUN_0048cc00,unknown,0,53
0048cc40,FUN_0048cc40,unknown,0,53
0048cc80,FUN_0048cc80,unknown,0,235
0048cd70,FUN_0048cd70,unknown,0,242
0048ced0,FUN_0048ced0,unknown,0,74
0048cf20,FUN_0048cf20,unknown,0,231
0048d010,FUN_0048d010,unknown,0,107
0048d080,FUN_0048d080,unknown,0,62
0048d0c0,Lexer_OutputFieldRange,unknown,0,116
0048d140,FUN_0048d140,unknown,0,638
0048d3c0,FUN_0048d3c0,unknown,0,128
0048d440,FUN_0048d440,unknown,0,100
0048d4b0,FUN_0048d4b0,unknown,0,97
0048d520,FUN_0048d520,unknown,0,71
0048d570,FUN_0048d570,unknown,0,163
0048d620,FUN_0048d620,unknown,0,268
0048d730,Lexer_CheckValueList,unknown,0,92
0048d790,FUN_0048d790,unknown,0,28
0048d7b0,Lexer_FindSymbolIndex,unknown,0,35
0048d7e0,FUN_0048d7e0,unknown,0,222
0048d8c0,Lexer_MarkImpliedTemplates,unknown,0,116
0048d940,Lexer_FindTemplateSlot,unknown,0,35
0048d970,FUN_0048d970,unknown,0,207
0048da40,FUN_0048da40,unknown,0,343
0048dba0,FUN_0048dba0,unknown,0,580
0048ddf0,FUN_0048ddf0,unknown,0,64
0048de30,FUN_0048de30,unknown,0,112
0048dea0,FUN_0048dea0,unknown,0,375
0048e020,FUN_0048e020,unknown,0,223
0048e100,FUN_0048e100,unknown,0,121
0048e180,FUN_0048e180,unknown,0,24
0048e220,FUN_0048e220,unknown,0,635
0048e4a0,FUN_0048e4a0,unknown,0,1088
0048e8e0,FUN_0048e8e0,unknown,0,127
0048e960,FUN_0048e960,unknown,0,224
0048ea40,FUN_0048ea40,unknown,0,158
0048eae0,FUN_0048eae0,unknown,0,180
0048eba0,FUN_0048eba0,unknown,0,113
0048ec20,FUN_0048ec20,unknown,0,217
0048ed00,FUN_0048ed00,unknown,0,81
0048ed60,FUN_0048ed60,unknown,0,126
0048ede0,FUN_0048ede0,unknown,0,91
0048ee40,FUN_0048ee40,unknown,0,128
0048eec0,FUN_0048eec0,unknown,0,148
0048ef60,FUN_0048ef60,unknown,0,109
0048efd0,FUN_0048efd0,unknown,0,69
0048f020,FUN_0048f020,unknown,0,181
0048f0e0,FUN_0048f0e0,unknown,0,54
0048f1a0,FUN_0048f1a0,unknown,0,163
0048f300,Parser_ParseForm,unknown,0,239
0048f5c0,FUN_0048f5c0,unknown,0,61
0048f600,Lexer_ErrorRecover,unknown,0,11
0048f610,FUN_0048f610,unknown,0,6
0048f620,FUN_0048f620,unknown,0,6
0048f630,FUN_0048f630,unknown,0,6
0048f640,FUN_0048f640,unknown,0,67
0048f690,FUN_0048f690,unknown,0,137
0048f720,FUN_0048f720,unknown,0,36
0048f750,FUN_0048f750,unknown,0,28
0048f770,FUN_0048f770,unknown,0,28
0048f790,FUN_0048f790,unknown,0,112
0048f800,FUN_0048f800,unknown,0,156
0048f8a0,FUN_0048f8a0,unknown,0,113
0048f940,FUN_0048f940,unknown,0,19
0048fb10,FUN_0048fb10,unknown,0,151
0048fbd0,FUN_0048fbd0,unknown,0,42
0048fc30,FUN_0048fc30,unknown,0,278
0048fd50,FUN_0048fd50,unknown,0,239
0048fe40,FUN_0048fe40,unknown,0,339
0048ffa0,FUN_0048ffa0,unknown,0,187
00490060,FUN_00490060,unknown,0,252
00490160,FUN_00490160,unknown,0,82
004901c0,FUN_004901c0,unknown,0,186
00490280,FUN_00490280,unknown,0,51
004902c0,FUN_004902c0,unknown,0,104
00490330,FUN_00490330,unknown,0,171
00490530,FUN_00490530,unknown,0,413
004906d0,FUN_004906d0,unknown,0,70
00490720,FUN_00490720,unknown,0,38
00490750,FUN_00490750,unknown,0,34
004908e0,FUN_004908e0,unknown,0,647
00490ba0,unknown_libname_9,unknown,0,1
00490bb0,FUN_00490bb0,unknown,0,6
00490bc0,FUN_00490bc0,unknown,0,186
00490c80,FUN_00490c80,unknown,0,47
00490d30,FUN_00490d30,unknown,0,14
00490d40,FUN_00490d40,unknown,0,14
00490d50,FUN_00490d50,unknown,0,14
00490da0,FUN_00490da0,unknown,0,482
00490f90,FUN_00490f90,unknown,0,167
00491040,FUN_00491040,unknown,0,858
0049120d,FUN_0049120d,unknown,0,21
004913b0,FUN_004913b0,unknown,0,115
00491430,FUN_00491430,unknown,0,149
004914d0,FUN_004914d0,unknown,0,6
004914e0,FUN_004914e0,unknown,0,6
004914f0,FUN_004914f0,unknown,0,47
00491520,FUN_00491520,unknown,0,6
00491530,Module_Print,unknown,0,70
00491580,Module_BeginEnum,unknown,0,84
004915e0,FUN_004915e0,unknown,0,64
00491620,FUN_00491620,unknown,0,38
00491680,FUN_00491680,unknown,0,259
00491790,FUN_00491790,unknown,0,43
004917c0,Module_NextEnum,unknown,0,14
004917d0,Module_GetName,unknown,0,6
004917e0,FUN_004917e0,unknown,0,4
004917f0,FUN_004917f0,unknown,0,65
00491840,FUN_00491840,unknown,0,353
004919b0,FUN_004919b0,unknown,0,36
00491ae0,FUN_00491ae0,unknown,0,37
00491b10,FUN_00491b10,unknown,0,41
00491cc0,FUN_00491cc0,unknown,0,46
00491d00,FUN_00491d00,unknown,0,170
00491db0,FUN_00491db0,unknown,0,205
00491e80,FUN_00491e80,unknown,0,164
00491f30,FUN_00491f30,unknown,0,47
00491f60,FUN_00491f60,unknown,0,297
00492090,FUN_00492090,unknown,0,839
004923e0,FUN_004923e0,unknown,0,230
004924d0,FUN_004924d0,unknown,0,250
004925d0,FUN_004925d0,unknown,0,68
00492620,FUN_00492620,unknown,0,53
00492660,FUN_00492660,unknown,0,60
004926a0,FUN_004926a0,unknown,0,95
00492700,FUN_00492700,unknown,0,84
00492760,FUN_00492760,unknown,0,125
004927e0,FUN_004927e0,unknown,0,78
00492830,FUN_00492830,unknown,0,49
00492870,FUN_00492870,unknown,0,359
004929e0,FUN_004929e0,unknown,0,328
00492b30,FUN_00492b30,unknown,0,112
00492ba0,FUN_00492ba0,unknown,0,62
00492c60,FUN_00492c60,unknown,0,14
00492c70,FUN_00492c70,unknown,0,14
00492d60,FUN_00492d60,unknown,0,67
00492dd0,FUN_00492dd0,unknown,0,57
00492e10,FUN_00492e10,unknown,0,146
00492eb0,FUN_00492eb0,unknown,0,44
00492ee0,FUN_00492ee0,unknown,0,44
00492f10,FUN_00492f10,unknown,0,55
00492f50,FUN_00492f50,unknown,0,119
00492fd0,FUN_00492fd0,unknown,0,40
00493000,AST_Free,unknown,0,66
00493050,FUN_00493050,unknown,0,71
004930a0,FUN_004930a0,unknown,0,76
004930f0,FUN_004930f0,unknown,0,119
00493170,FUN_00493170,unknown,0,160
00493210,FUN_00493210,unknown,0,55
00493250,Parser_NextToken,unknown,0,1588
00493890,Lexer_ReadToken,unknown,0,285
004939b0,FUN_004939b0,unknown,0,172
00493a60,FUN_00493a60,unknown,0,1758
00494140,W?$aa_COleDateTimeSpan$n_rnx$0$_rnx$0$,unknown,0,19
00494160,FUN_00494160,unknown,0,81
00494230,FUN_00494230,unknown,0,15
00494250,FUN_00494250,unknown,0,74
004942a0,FUN_004942a0,unknown,0,20
004942c0,FUN_004942c0,unknown,0,103
00494330,FUN_00494330,unknown,0,100
004943a0,FUN_004943a0,unknown,0,54
004943e0,AST_NewNode,unknown,0,67
00494440,FUN_00494440,unknown,0,116
00494520,FUN_00494520,unknown,0,318
00494660,FUN_00494660,unknown,0,45
00494690,FUN_00494690,unknown,0,40
004946c0,FUN_004946c0,unknown,0,82
00494720,IO_OutWriteToken,unknown,0,173
004947d0,IO_OutNewline,unknown,0,58
00494810,FUN_00494810,unknown,0,71
00494860,FUN_00494860,unknown,0,6
00494870,AST_Append,unknown,0,66
004948c0,FUN_004948c0,unknown,0,7
004948d0,FUN_004948d0,unknown,0,7
004948e0,FUN_004948e0,unknown,0,6
004948f0,FUN_004948f0,unknown,0,6
00494900,FUN_00494900,unknown,0,6
00494906,tell_,unknown,0,91
00494961,__exit_with_msg_,unknown,0,57
0049499a,__fatal_runtime_error_,unknown,0,29
004949c0,FUN_004949c0,unknown,0,31
004949e0,FUN_004949e0,unknown,0,202
00494ab0,FUN_00494ab0,unknown,0,237
00494ba0,FUN_00494ba0,unknown,0,146
00494c40,FUN_00494c40,unknown,0,146
00494ce0,FUN_00494ce0,unknown,0,202
00494db0,FUN_00494db0,unknown,0,213
00494e00,FUN_00494e00,unknown,0,197
00494ed0,FUN_00494ed0,unknown,0,187
00494f90,FUN_00494f90,unknown,0,170
004950d0,FUN_004950d0,unknown,0,138
00495160,FUN_00495160,unknown,0,60
004951a0,FUN_004951a0,unknown,0,35
00495590,FUN_00495590,unknown,0,274
004956b0,FUN_004956b0,unknown,0,79
00495700,FUN_00495700,unknown,0,61
00495740,FUN_00495740,unknown,0,45
00495770,FUN_00495770,unknown,0,440
00495930,FUN_00495930,unknown,0,236
00495a20,FUN_00495a20,unknown,0,399
00495bb0,FUN_00495bb0,unknown,0,65
00495e00,FUN_00495e00,unknown,0,38
00495e80,FUN_00495e80,unknown,0,383
00496000,Event_ClearHandlers,unknown,0,34
00496030,Event_InitHandlers,unknown,0,38
00496060,FUN_00496060,unknown,0,193
00496130,FUN_00496130,unknown,0,70
00496180,FUN_00496180,unknown,0,109
004961f0,FUN_004961f0,unknown,0,57
00496230,FUN_00496230,unknown,0,138
004962c0,FUN_004962c0,unknown,0,75
00496310,FUN_00496310,unknown,0,47
00496340,FUN_00496340,unknown,0,220
00496420,FUN_00496420,unknown,0,21
00496435,__SetSignalFunc_,unknown,0,60
00496471,__GetSignalFunc_,unknown,0,34
00496493,__GetSignalOSCode_,unknown,0,34
004964b5,__CheckSignalExCode_,unknown,0,1
004964ce,_CtrlSignalHandler@4,unknown,0,44
004964e0,FUN_004964e0,unknown,0,19
004964f3,FUN_004964f3,unknown,0,35
00496530,CtrlHandlerIsNeeded_,unknown,0,54
00496566,StartCtrlHandler_,unknown,0,46
00496594,KillCtrlHandler_,unknown,0,57
004965cd,__sigabort_,unknown,0,1
004965d2,raise_,unknown,0,128
004965ff,FUN_004965ff,unknown,0,5
00496604,__sigfpe_handler_,unknown,0,61
00496641,signal_,unknown,0,2
00496643,FUN_00496643,unknown,0,127
0049671d,__SigInit_,unknown,0,1
00496763,__SigFini_,unknown,0,1
00496792,__sig_init_,unknown,0,1
004967b0,FUN_004967b0,unknown,0,194
00496880,FUN_00496880,unknown,0,101
004968f0,FUN_004968f0,unknown,0,115
00496970,FUN_00496970,unknown,0,139
00496a00,FUN_00496a00,unknown,0,609
00496c70,FUN_00496c70,unknown,0,751
00496f60,FUN_00496f60,unknown,0,119
00496fe0,FUN_00496fe0,unknown,0,123
004971a0,unknown_libname_10,unknown,0,16
004971b0,FUN_004971b0,unknown,0,6
004971c0,unknown_libname_11,unknown,0,1
004971d0,FUN_004971d0,unknown,0,6
004971e0,FUN_004971e0,unknown,0,84
00497240,FUN_00497240,unknown,0,47
004972e0,FUN_004972e0,unknown,0,14
00497300,FUN_00497300,unknown,0,14
00497370,FUN_00497370,unknown,0,888
004976f0,FUN_004976f0,unknown,0,14
00497700,FUN_00497700,unknown,0,27
00497720,FUN_00497720,unknown,0,24
00497740,FUN_00497740,unknown,0,14
00497750,Class_NextMethod,unknown,0,61
00497790,FUN_00497790,unknown,0,30
004979c0,FUN_004979c0,unknown,0,288
00497ae0,FUN_00497ae0,unknown,0,50
00497b40,FUN_00497b40,unknown,0,34
00497d50,FUN_00497d50,unknown,0,123
00497e70,FUN_00497e70,unknown,0,321
00498060,FUN_00498060,unknown,0,539
00498360,FUN_00498360,unknown,0,364
004984d0,FUN_004984d0,unknown,0,127
004985e0,FUN_004985e0,unknown,0,653
004988f0,FUN_004988f0,unknown,0,393
00498a80,FUN_00498a80,unknown,0,14
00498ab0,FUN_00498ab0,unknown,0,24
00498b10,FUN_00498b10,unknown,0,14
00498b20,FUN_00498b20,unknown,0,35
00498b50,FUN_00498b50,unknown,0,84
00498c90,FUN_00498c90,unknown,0,71
00498dc0,FUN_00498dc0,unknown,0,298
00498ef0,FUN_00498ef0,unknown,0,15
00499030,FUN_00499030,unknown,0,5
00499040,FUN_00499040,unknown,0,10
00499050,FUN_00499050,unknown,0,122
004990d0,FUN_004990d0,unknown,0,62
004991a0,FUN_004991a0,unknown,0,14
00499240,FUN_00499240,unknown,0,275
00499360,FUN_00499360,unknown,0,48
004996d0,FUN_004996d0,unknown,0,94
00499990,FUN_00499990,unknown,0,1130
00499e00,FUN_00499e00,unknown,0,278
0049a0e0,W?_fn_init$n__v_0,unknown,0,63
0049a120,FUN_0049a120,unknown,0,461
0049a2f0,FUN_0049a2f0,unknown,0,164
0049a3a0,FUN_0049a3a0,unknown,0,727
0049a677,FUN_0049a677,unknown,0,113
0049a6f0,FUN_0049a6f0,unknown,0,36
0049a720,FUN_0049a720,unknown,0,139
0049a7ab,FUN_0049a7ab,unknown,0,59
0049a7f0,FUN_0049a7f0,unknown,0,251
0049a8f0,FUN_0049a8f0,unknown,0,227
0049a9e0,FUN_0049a9e0,unknown,0,428
0049ab90,FUN_0049ab90,unknown,0,101
0049ae70,FUN_0049ae70,unknown,0,386
0049b270,FUN_0049b270,unknown,0,35
0049b2a0,FUN_0049b2a0,unknown,0,120
0049b320,FUN_0049b320,unknown,0,72
0049b370,FUN_0049b370,unknown,0,277
0049b640,FUN_0049b640,unknown,0,197
0049b7f0,FUN_0049b7f0,unknown,0,135
0049b8c0,FUN_0049b8c0,unknown,0,161
0049b9b0,FUN_0049b9b0,unknown,0,376
0049bbf0,FUN_0049bbf0,unknown,0,111
0049bcc0,FUN_0049bcc0,unknown,0,154
0049bd60,FUN_0049bd60,unknown,0,241
0049be70,FUN_0049be70,unknown,0,89
0049bf10,FUN_0049bf10,unknown,0,272
0049c020,Lexer_ParseSlotHead,unknown,0,10
0049c170,FUN_0049c170,unknown,0,69
0049c1c0,FUN_0049c1c0,unknown,0,299
0049c2f0,FUN_0049c2f0,unknown,0,203
0049c3c0,FUN_0049c3c0,unknown,0,128
0049c440,FUN_0049c440,unknown,0,753
0049c608,FUN_0049c608,unknown,0,21
0049c61d,FUN_0049c61d,unknown,0,21
0049c760,FUN_0049c760,unknown,0,111
0049c7d0,Lexer_WarnImpliedTemplate,unknown,0,194
0049c8a0,FUN_0049c8a0,unknown,0,339
0049cfd0,FUN_0049cfd0,unknown,0,58
0049d010,FUN_0049d010,unknown,0,21
0049d1a0,FUN_0049d1a0,unknown,0,699
0049dea0,FUN_0049dea0,unknown,0,455
0049e150,FUN_0049e150,unknown,0,247
0049e560,FUN_0049e560,unknown,0,238
0049eca0,FUN_0049eca0,unknown,0,174
0049ed50,FUN_0049ed50,unknown,0,398
0049eee0,FUN_0049eee0,unknown,0,564
0049f290,FUN_0049f290,unknown,0,120
0049f310,FUN_0049f310,unknown,0,68
0049f360,FUN_0049f360,unknown,0,727
004a0240,FUN_004a0240,unknown,0,367
004a0ab0,unknown_libname_12,unknown,0,1
004a0e30,FUN_004a0e30,unknown,0,693
004a1cf0,FUN_004a1cf0,unknown,0,80
004a1fc0,FUN_004a1fc0,unknown,0,293
004a2310,FUN_004a2310,unknown,0,624
004a2580,FUN_004a2580,unknown,0,641
004a2810,FUN_004a2810,unknown,0,204
004a28e0,FUN_004a28e0,unknown,0,464
004a2ab0,FUN_004a2ab0,unknown,0,307
004a2bf0,W?OnParaCenter$_CRichEditView$n__v,unknown,0,13
004a2c40,FUN_004a2c40,unknown,0,373
004a3440,FUN_004a3440,unknown,0,524
004a36b0,FUN_004a36b0,unknown,0,210
004a3790,FUN_004a3790,unknown,0,1087
004a3bd0,FUN_004a3bd0,unknown,0,80
004a3c20,FUN_004a3c20,unknown,0,41
004a3c50,FUN_004a3c50,unknown,0,88
004a3cb0,FUN_004a3cb0,unknown,0,88
004a3d10,FUN_004a3d10,unknown,0,88
004a5000,FUN_004a5000,unknown,0,690
004a52c0,FUN_004a52c0,unknown,0,129
004a5350,FUN_004a5350,unknown,0,90
004a53b0,FUN_004a53b0,unknown,0,176
004a5460,FUN_004a5460,unknown,0,87
004a54c0,FUN_004a54c0,unknown,0,100
004a5530,FUN_004a5530,unknown,0,61
004a5570,FUN_004a5570,unknown,0,160
004a5610,FUN_004a5610,unknown,0,439
004a57d0,FUN_004a57d0,unknown,0,332
004a5920,FUN_004a5920,unknown,0,352
004a5a80,FUN_004a5a80,unknown,0,44
004a6270,FUN_004a6270,unknown,0,223
004a6350,FUN_004a6350,unknown,0,505
004a6550,FUN_004a6550,unknown,0,185
004a6610,FUN_004a6610,unknown,0,154
004a6800,FUN_004a6800,unknown,0,592
004a6b10,FUN_004a6b10,unknown,0,199
004a6c40,FUN_004a6c40,unknown,0,516
004a6e50,FUN_004a6e50,unknown,0,84
004a6eb0,FUN_004a6eb0,unknown,0,643
004a7140,FUN_004a7140,unknown,0,117
004a71c0,FUN_004a71c0,unknown,0,85
004a7220,FUN_004a7220,unknown,0,74
004a7270,FUN_004a7270,unknown,0,319
004a73b0,FUN_004a73b0,unknown,0,883
004a7730,FUN_004a7730,unknown,0,37
004a7760,FUN_004a7760,unknown,0,434
004a7920,FUN_004a7920,unknown,0,196
004a79f0,FUN_004a79f0,unknown,0,281
004a7b10,FUN_004a7b10,unknown,0,34
004a7b60,FUN_004a7b60,unknown,0,183
004a7c20,FUN_004a7c20,unknown,0,225
004a7d01,ftime_,unknown,0,66
004a7d43,system_,unknown,0,96
004a7da3,FUN_004a7da3,unknown,0,25
004a7dc0,FUN_004a7dc0,unknown,0,81
004a7e20,FUN_004a7e20,unknown,0,366
004a7f90,FUN_004a7f90,unknown,0,471
004a8170,FUN_004a8170,unknown,0,67
004a81c0,FUN_004a81c0,unknown,0,187
004a8280,FUN_004a8280,unknown,0,392
004a8410,FUN_004a8410,unknown,0,114
004a8520,FUN_004a8520,unknown,0,66
004a8570,FUN_004a8570,unknown,0,35
004a85a0,FUN_004a85a0,unknown,0,19
004a85c0,FUN_004a85c0,unknown,0,130
004a8650,FUN_004a8650,unknown,0,146
004a86f0,FUN_004a86f0,unknown,0,175
004a87a0,FUN_004a87a0,unknown,0,300
004a8a80,FUN_004a8a80,unknown,0,34
004a8ab0,FUN_004a8ab0,unknown,0,34
004a8b40,FUN_004a8b40,unknown,0,50
004a8b80,FUN_004a8b80,unknown,0,68
004a8bd0,FUN_004a8bd0,unknown,0,90
004a8c30,FUN_004a8c30,unknown,0,123
004a8cb0,FUN_004a8cb0,unknown,0,86
004a8d10,FUN_004a8d10,unknown,0,49
004a8d50,FUN_004a8d50,unknown,0,95
004a8db0,FUN_004a8db0,unknown,0,77
004a8e00,FUN_004a8e00,unknown,0,192
004a8ec0,FUN_004a8ec0,unknown,0,112
004a8f40,FUN_004a8f40,unknown,0,6
004a8f50,FUN_004a8f50,unknown,0,3
004a8f60,FUN_004a8f60,unknown,0,151
004a9000,FUN_004a9000,unknown,0,482
004a91f0,FUN_004a91f0,unknown,0,137
004a9280,FUN_004a9280,unknown,0,258
004a9390,FUN_004a9390,unknown,0,4
004a93a0,FUN_004a93a0,unknown,0,4
004a93b0,FUN_004a93b0,unknown,0,4
004a93c0,Class_Enum,unknown,0,18
004a93e0,FUN_004a93e0,unknown,0,18
004a9400,FUN_004a9400,unknown,0,34
004a9430,FUN_004a9430,unknown,0,145
004a94d0,FUN_004a94d0,unknown,0,46
004a9500,FUN_004a9500,unknown,0,52
004a9540,FUN_004a9540,unknown,0,29
004a9560,FUN_004a9560,unknown,0,34
004a9590,FUN_004a9590,unknown,0,377
004a9710,FUN_004a9710,unknown,0,54
004a9750,Symbol_LookupInModule,unknown,0,104
004a97c0,FUN_004a97c0,unknown,0,80
004a9810,FUN_004a9810,unknown,0,345
004a9970,FUN_004a9970,unknown,0,161
004a9a20,FUN_004a9a20,unknown,0,1039
004a9e90,FUN_004a9e90,unknown,0,686
004aa1a0,FUN_004aa1a0,unknown,0,199
004aa270,FUN_004aa270,unknown,0,108
004aa2e0,FUN_004aa2e0,unknown,0,87
004aa340,FUN_004aa340,unknown,0,341
004aa4a0,FUN_004aa4a0,unknown,0,353
004aa610,FUN_004aa610,unknown,0,423
004aa7c0,FUN_004aa7c0,unknown,0,446
004aa980,FUN_004aa980,unknown,0,54
004aa9c0,FUN_004aa9c0,unknown,0,868
004aad30,FUN_004aad30,unknown,0,250
004aae30,FUN_004aae30,unknown,0,625
004ab0b0,FUN_004ab0b0,unknown,0,148
004ab150,FUN_004ab150,unknown,0,451
004ab320,FUN_004ab320,unknown,0,216
004ab400,FUN_004ab400,unknown,0,216
004ab4e0,FUN_004ab4e0,unknown,0,293
004ab610,FUN_004ab610,unknown,0,293
004ab840,FUN_004ab840,unknown,0,282
004ab960,FUN_004ab960,unknown,0,34
004ab990,FUN_004ab990,unknown,0,466
004abb70,FUN_004abb70,unknown,0,1108
004abfd0,FUN_004abfd0,unknown,0,157
004ac1d0,FUN_004ac1d0,unknown,0,199
004ac4f0,FUN_004ac4f0,unknown,0,294
004ac620,FUN_004ac620,unknown,0,374
004ac7a0,FUN_004ac7a0,unknown,0,51
004ac7e0,FUN_004ac7e0,unknown,0,221
004ac8c0,FUN_004ac8c0,unknown,0,314
004acb00,Compiler_WriteHeaders,unknown,0,85
004acb60,Compiler_MarkAndEmit,unknown,0,195
004acc40,FUN_004acc40,unknown,0,26
004ace80,FUN_004ace80,unknown,0,57
004acee0,FUN_004acee0,unknown,0,430
004ad090,FUN_004ad090,unknown,0,97
004ad100,FUN_004ad100,unknown,0,213
004ad1e0,FUN_004ad1e0,unknown,0,590
004ad430,FUN_004ad430,unknown,0,88
004ad490,FUN_004ad490,unknown,0,185
004ad570,FUN_004ad570,unknown,0,44
004ad5d0,FUN_004ad5d0,unknown,0,361
004ad740,FUN_004ad740,unknown,0,41
004ad770,FUN_004ad770,unknown,0,367
004add60,FUN_004add60,unknown,0,131
004addf0,FUN_004addf0,unknown,0,533
004ae010,FUN_004ae010,unknown,0,38
004ae070,FUN_004ae070,unknown,0,68
004ae0c0,FUN_004ae0c0,unknown,0,281
004ae1e0,FUN_004ae1e0,unknown,0,138
004ae270,FUN_004ae270,unknown,0,124
004ae2f0,FUN_004ae2f0,unknown,0,147
004ae390,FUN_004ae390,unknown,0,763
004ae690,FUN_004ae690,unknown,0,52
004ae6d0,FUN_004ae6d0,unknown,0,496
004ae8c0,FUN_004ae8c0,unknown,0,515
004aead0,FUN_004aead0,unknown,0,114
004aeb50,FUN_004aeb50,unknown,0,218
004aec30,FUN_004aec30,unknown,0,76
004aec80,FUN_004aec80,unknown,0,111
004aed60,FUN_004aed60,unknown,0,323
004aeeb0,FUN_004aeeb0,unknown,0,68
004aef00,FUN_004aef00,unknown,0,230
004aeff0,FUN_004aeff0,unknown,0,100
004af060,FUN_004af060,unknown,0,88
004af0c0,FUN_004af0c0,unknown,0,89
004af120,FUN_004af120,unknown,0,95
004af180,FUN_004af180,unknown,0,72
004af1d0,FUN_004af1d0,unknown,0,54
004af2d0,FUN_004af2d0,unknown,0,84
004af3b0,FUN_004af3b0,unknown,0,28
004af3d0,FUN_004af3d0,unknown,0,83
004af620,FUN_004af620,unknown,0,317
004af760,FUN_004af760,unknown,0,101
004afc60,FUN_004afc60,unknown,0,964
004b0030,FUN_004b0030,unknown,0,100
004b00a0,FUN_004b00a0,unknown,0,592
004b0380,FUN_004b0380,unknown,0,114
004b0400,FUN_004b0400,unknown,0,128
004b0480,FUN_004b0480,unknown,0,78
004b04d0,FUN_004b04d0,unknown,0,80
004b0520,FUN_004b0520,unknown,0,86
004b0580,FUN_004b0580,unknown,0,14
004b0590,FUN_004b0590,unknown,0,41
004b0790,FUN_004b0790,unknown,0,56
004b07d0,FUN_004b07d0,unknown,0,122
004b08e0,FUN_004b08e0,unknown,0,4
004b08f0,FUN_004b08f0,unknown,0,14
004b0940,FUN_004b0940,unknown,0,105
004b09b0,FUN_004b09b0,unknown,0,46
004b09e0,FUN_004b09e0,unknown,0,107
004b0a50,FUN_004b0a50,unknown,0,67
004b0aa0,FUN_004b0aa0,unknown,0,89
004b0b00,FUN_004b0b00,unknown,0,78
004b0b50,FUN_004b0b50,unknown,0,67
004b0ba0,FUN_004b0ba0,unknown,0,73
004b0bf0,FUN_004b0bf0,unknown,0,230
004b0ce0,FUN_004b0ce0,unknown,0,220
004b0dc0,FUN_004b0dc0,unknown,0,320
004b0f00,FUN_004b0f00,unknown,0,91
004b0f60,FUN_004b0f60,unknown,0,170
004b1010,FUN_004b1010,unknown,0,368
004b1180,FUN_004b1180,unknown,0,140
004b1210,FUN_004b1210,unknown,0,462
004b13e0,FUN_004b13e0,unknown,0,202
004b14b0,FUN_004b14b0,unknown,0,75
004b1500,FUN_004b1500,unknown,0,124
004b1580,FUN_004b1580,unknown,0,91
004b15e0,FUN_004b15e0,unknown,0,169
004b1690,FUN_004b1690,unknown,0,82
004b16f0,FUN_004b16f0,unknown,0,13
004b1700,FUN_004b1700,unknown,0,46
004b1730,FUN_004b1730,unknown,0,217
004b1810,FUN_004b1810,unknown,0,7
004b1820,FUN_004b1820,unknown,0,31
004b1860,FUN_004b1860,unknown,0,92
004b18c0,FUN_004b18c0,unknown,0,204
004b19f0,FUN_004b19f0,unknown,0,50
004b1a40,FUN_004b1a40,unknown,0,6
004b1a50,FUN_004b1a50,unknown,0,6
004b1a60,FUN_004b1a60,unknown,0,6
004b1a70,FUN_004b1a70,unknown,0,6
004b1a80,FUN_004b1a80,unknown,0,172
004b1b30,FUN_004b1b30,unknown,0,82
004b1b90,FUN_004b1b90,unknown,0,265
004b1ca0,FUN_004b1ca0,unknown,0,210
004b1d80,FUN_004b1d80,unknown,0,78
004b1dd0,FUN_004b1dd0,unknown,0,107
004b1e40,FUN_004b1e40,unknown,0,267
004b1f50,FUN_004b1f50,unknown,0,107
004b1fc0,FUN_004b1fc0,unknown,0,327
004b2110,FUN_004b2110,unknown,0,569
004b2350,FUN_004b2350,unknown,0,179
004b2410,FUN_004b2410,unknown,0,313
004b2550,FUN_004b2550,unknown,0,49
004b2590,FUN_004b2590,unknown,0,61
004b25d0,FUN_004b25d0,unknown,0,170
004b2680,FUN_004b2680,unknown,0,203
004b2750,FUN_004b2750,unknown,0,129
004b2840,FUN_004b2840,unknown,0,38
004b2900,FUN_004b2900,unknown,0,131
004b2990,FUN_004b2990,unknown,0,77
004b29e0,FUN_004b29e0,unknown,0,82
004b2a60,FUN_004b2a60,unknown,0,42
004b2b10,FUN_004b2b10,unknown,0,116
004b2b90,FUN_004b2b90,unknown,0,431
004b2d40,FUN_004b2d40,unknown,0,94
004b2da0,FUN_004b2da0,unknown,0,155
004b2e40,FUN_004b2e40,unknown,0,111
004b2eb0,FUN_004b2eb0,unknown,0,138
004b2f80,FUN_004b2f80,unknown,0,71
004b2fc7,FUN_004b2fc7,unknown,0,7
004b2fce,FUN_004b2fce,unknown,0,8
004b2fd6,FUN_004b2fd6,unknown,0,628
004b324a,FUN_004b324a,unknown,0,247
004b3341,FUN_004b3341,unknown,0,55
